-0.16575241,0.26853108,-0.27317268
0.33738223,-0.15714432,0.06245636
-0.46894199,-0.55099851,-0.45983839
-0.51707733,-0.28860754,0.18082440
-0.52837622,0.22978717,0.17680889
0.39630380,-0.37063104,0.55362481
0.40058362,0.49895480,-0.11803371
0.41326064,0.46080899,-0.30435854
0.16277181,-0.08893115,0.17932858
0.56045628,0.37860125,0.13448140
-0.20326513,-0.19176200,-0.45120013
-0.66414195,0.35402369,0.26114228
-0.41724837,-0.00802688,-0.31700301
0.52474362,-0.05353510,-0.15423307
0.29690304,0.58188003,-0.32629883
-0.29951131,-0.17162760,0.31681493
0.34886432,0.59903139,-0.16619389
0.04576796,-0.03601623,0.39689368
0.18546806,0.11059891,0.42346796
0.58025467,0.20125610,0.24924172
-0.45559102,0.03837861,0.20257823
-0.44352323,-0.05406982,0.56034207
-0.13770103,-0.12824699,0.16763450
0.22082198,0.44403958,-0.15571064
-0.70112497,0.30682057,-0.29669237
0.27259392,0.46686125,-0.40984148
-0.51229715,0.06535523,0.15353951
0.15929838,0.47369877,0.27654108
-0.05813634,0.29385585,-0.43516287
-0.64433300,-0.59403229,-0.27962700
-0.37227899,0.19485235,-0.22811520
-0.08008331,-0.40123072,-0.10864547
0.20564550,0.59011781,0.06514776
-0.31222463,-0.31006655,0.44296011
-0.38467309,-0.09523442,0.46958745
-0.19657734,-0.68525487,-0.59966213
0.42630586,-0.22652452,0.12771903
0.29155880,0.19231257,0.11302110
-0.21300137,-0.49043816,-0.23689052
-0.31952477,-0.14414126,-0.13427545
-0.20751250,0.50420129,0.09668726
-0.35072997,-0.45766762,0.22808456
0.17297387,0.50266075,0.00679356
0.40506440,0.03756023,0.30536473
0.05894804,0.45950723,0.14811665
-0.29793510,-0.38145521,0.01665435
0.26277256,0.26411128,0.08191365
-0.02061337,-0.12559327,-0.20569605
0.29886970,0.64514697,0.56205511
-0.12446764,0.01419336,-0.33910373
0.00954312,-0.53411973,-0.49812418
-0.27495435,0.11892986,-0.33387092
0.58503175,0.11908823,0.22925581
0.30492252,-0.15569742,0.00874794
0.23089780,-0.29585874,-0.02473921
0.54986113,0.18745475,0.47112110
-0.03974438,0.55973387,0.49876094
0.31999290,-0.56341708,0.57311678
0.12226224,-0.00120306,-0.42880312
0.70163214,-0.32978886,0.04187849
0.69927245,-0.35443726,-0.40329894
-0.18355027,-0.46927610,0.38157803
0.24947453,0.29808635,-0.09106195
0.46836972,0.22745991,0.32208526
